symbol	name	term	group	hgnc_id	ensembl_gene_id
DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:23699	ENSG00000179407
CHORDC1	cysteine and histidine rich domain containing 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14525	ENSG00000110172
EEF1AKMT3	EEF1A lysine methyltransferase 3	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:24936	ENSG00000123427
FKBP6	FKBP prolyl isomerase family member 6 (inactive)	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3722	ENSG00000077800
HSPA6	heat shock protein family A (Hsp70) member 6	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5239	ENSG00000173110
DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:15469	ENSG00000116675
DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14888	ENSG00000105993
SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:23567	ENSG00000197860
SSUH2	ssu-2 homolog	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:24809	ENSG00000125046
GBP1	guanylate binding protein 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:4182	ENSG00000117228
HIKESHI	heat shock protein nuclear import factor hikeshi	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:26938	ENSG00000149196
DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12392	ENSG00000168259
UNC45A	unc-45 myosin chaperone A	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:30594	ENSG00000140553
FAF1	Fas associated factor 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3578	ENSG00000185104
STUB1	STIP1 homology and U-box containing protein 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11427	ENSG00000103266
DAXX	death domain associated protein	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:2681	ENSG00000204209
TSC1	TSC complex subunit 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12362	ENSG00000165699
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:4687	ENSG00000061918
EEF1D	eukaryotic translation elongation factor 1 delta	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3211	ENSG00000104529
NUP62	nucleoporin 62	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:8066	ENSG00000213024
PDXP	pyridoxal phosphatase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:30259	ENSG00000241360
APAF1	apoptotic peptidase activating factor 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:576	ENSG00000120868
TFRC	transferrin receptor	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11763	ENSG00000072274
METTL22	methyltransferase 22, Kin17 lysine	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:28368	ENSG00000067365
APOA2	apolipoprotein A2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:601	ENSG00000158874
BAG6	BAG cochaperone 6	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:13919	ENSG00000204463
HDAC8	histone deacetylase 8	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:13315	ENSG00000147099
SLC12A2	solute carrier family 12 member 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:10911	ENSG00000064651
RNF207	ring finger protein 207	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:32947	ENSG00000158286
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14884	ENSG00000069345
FICD	FIC domain protein adenylyltransferase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:18416	ENSG00000198855
PRKN	parkin RBR E3 ubiquitin protein ligase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:8607	ENSG00000185345
LIMK1	LIM domain kinase 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6613	ENSG00000106683
PPP5C	protein phosphatase 5 catalytic subunit	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:9322	ENSG00000011485
USF1	upstream transcription factor 1	data.tsv	NO GROUP	HGNC:12593	ENSG00000158773
EPHB2	EPH receptor B2	data.tsv	NO GROUP	HGNC:3393	ENSG00000133216
TBXA2R	thromboxane A2 receptor	data.tsv	NO GROUP	HGNC:11608	ENSG00000006638
PRDX2	peroxiredoxin 2	data.tsv	NO GROUP	HGNC:9353	ENSG00000167815
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	data.tsv	NO GROUP	HGNC:10864	ENSG00000110080
TPA-PAI-1_HUMAN	tpa-pai-1 complex	data.tsv	NO GROUP		
UPA-UPAR_HUMAN	upa-upar complex	data.tsv	NO GROUP		
UPA-PAI-1_HUMAN	upa-pai-1 complex	data.tsv	NO GROUP		
VITRONECTIN-PAI-1_HUMAN	vitronectin-pai-1 complex	data.tsv	NO GROUP		
EMILIN1_HUMAN	emilin-1 complex	data.tsv	NO GROUP		
FAP	fibroblast activation protein alpha	data.tsv	NO GROUP	HGNC:3590	ENSG00000078098
HPSE_HUMAN-1	heparanase complex	data.tsv	NO GROUP		
FOXA2	forkhead box A2	data.tsv	NO GROUP	HGNC:5022	ENSG00000125798
HPSE	heparanase	data.tsv	NO GROUP	HGNC:5164	ENSG00000173083
EMILIN1	elastin microfibril interfacer 1	data.tsv	NO GROUP	HGNC:19880	ENSG00000138080
NFE2L2	NFE2 like bZIP transcription factor 2	data.tsv	NO GROUP	HGNC:7782	ENSG00000116044
ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	data.tsv	NO GROUP	HGNC:3359	ENSG00000001561
EMILIN2	elastin microfibril interfacer 2	data.tsv	NO GROUP	HGNC:19881	ENSG00000132205
ADRA2A	adrenoceptor alpha 2A	thermoception	Perception of Temperature	HGNC:281	ENSG00000150594
GRM5	metabotropic glutamate receptor 5	thermoception	Perception of Temperature		
TRPM8	transient receptor potential cation channel subfamily M member 8	thermoception	Perception of Temperature	HGNC:17961	ENSG00000144481
TRPA1	transient receptor potential cation channel subfamily A member 1	thermoception	Perception of Temperature	HGNC:497	ENSG00000104321
TRPV1	transient receptor potential cation channel subfamily V member 1	thermoception	Perception of Temperature	HGNC:12716	ENSG00000196689
GRIK2	glutamate ionotropic receptor kainate type subunit 2	thermoception	Perception of Temperature	HGNC:4580	ENSG00000164418
CD24	signal transducer cd24	Hsp70_protein_binding	HeatSchockProteins and their Tasks		
DNAJB7	DnaJ heat shock protein family (Hsp40) member B7	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:24986	ENSG00000172404
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:5229	ENSG00000086061
PPID	peptidylprolyl isomerase D	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:9257	ENSG00000171497
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:5270	ENSG00000132002
DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:14891	ENSG00000148719
SACS	sacsin molecular chaperone	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:10519	ENSG00000151835
MIR155HG	MIR155 host gene	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:35460	ENSG00000234883
MVD	mevalonate diphosphate decarboxylase	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:7529	ENSG00000167508
PPEF2	protein phosphatase with EF-hand domain 2	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:9244	ENSG00000156194
CDK1	cyclin dependent kinase 1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:1722	ENSG00000170312
METTL21A	methyltransferase 21A, HSPA lysine	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:30476	ENSG00000144401
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:28429	ENSG00000170464
DNAJB3	dnaj homolog subfamily b member 3	Hsp70_protein_binding	HeatSchockProteins and their Tasks		
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:14885	ENSG00000140403
ST13	ST13 Hsp70 interacting protein	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11343	ENSG00000100380
STAU2	staufen double-stranded RNA binding protein 2	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11371	ENSG00000040341
PGLYRP1	peptidoglycan recognition protein 1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:8904	ENSG00000008438
PACRG	parkin coregulated	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:19152	ENSG00000112530
DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:15470	ENSG00000126698
ERN1	endoplasmic reticulum to nucleus signaling 1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:3449	ENSG00000178607
DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:25881	ENSG00000164031
DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:24637	ENSG00000077232
DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:6968	ENSG00000128590
DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:13192	ENSG00000105821
RPS3	ribosomal protein S3	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:10420	ENSG00000149273
GPR37	G protein-coupled receptor 37	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:4494	ENSG00000170775
SNCA	synuclein alpha	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11138	ENSG00000145335
DRC9	dynein regulatory complex protein 9	Hsp70_protein_binding	HeatSchockProteins and their Tasks		
TTC4	tetratricopeptide repeat domain 4	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:12394	ENSG00000243725
DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11808	ENSG00000103423
DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:23699	ENSG00000179407
DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:14888	ENSG00000105993
SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:23567	ENSG00000197860
HIKESHI	heat shock protein nuclear import factor hikeshi	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:26938	ENSG00000149196
STUB1	STIP1 homology and U-box containing protein 1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11427	ENSG00000103266
TSC1	TSC complex subunit 1	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:12362	ENSG00000165699
NUP62	nucleoporin 62	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:8066	ENSG00000213024
TFRC	transferrin receptor	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:11763	ENSG00000072274
BAG6	BAG cochaperone 6	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:13919	ENSG00000204463
HDAC8	histone deacetylase 8	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:13315	ENSG00000147099
RNF207	ring finger protein 207	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:32947	ENSG00000158286
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:14884	ENSG00000069345
FICD	FIC domain protein adenylyltransferase	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:18416	ENSG00000198855
PRKN	parkin RBR E3 ubiquitin protein ligase	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:8607	ENSG00000185345
PPP5C	protein phosphatase 5 catalytic subunit	Hsp70_protein_binding	HeatSchockProteins and their Tasks	HGNC:9322	ENSG00000011485
HSBP1L1	heat shock factor binding protein 1 like 1	heat_acclimation	Temperatur Homeostasis	HGNC:37243	ENSG00000226742
RBBP7	RB binding protein 7, chromatin remodeling factor	heat_acclimation	Temperatur Homeostasis	HGNC:9890	ENSG00000102054
HSBP1	heat shock factor binding protein 1	heat_acclimation	Temperatur Homeostasis	HGNC:5203	ENSG00000230989
HSPA6	heat shock protein family A (Hsp70) member 6	heat_acclimation	Temperatur Homeostasis	HGNC:5239	ENSG00000173110
UCP2	uncoupling protein 2	temperature_homeostasis	Temperatur Homeostasis	HGNC:12518	ENSG00000175567
CIDEA	cell death inducing DFFA like effector a	temperature_homeostasis	Temperatur Homeostasis	HGNC:1976	ENSG00000176194
EGR1	early growth response 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:3238	ENSG00000120738
ACADL	acyl-CoA dehydrogenase long chain	temperature_homeostasis	Temperatur Homeostasis	HGNC:88	ENSG00000115361
BMP8A	bone morphogenetic protein 8a	temperature_homeostasis	Temperatur Homeostasis	HGNC:21650	ENSG00000183682
GRM5	metabotropic glutamate receptor 5	temperature_homeostasis	Temperatur Homeostasis		
SLC25A5	solute carrier family 25 member 5	temperature_homeostasis	Temperatur Homeostasis	HGNC:10991	ENSG00000005022
UCP1	uncoupling protein 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:12517	ENSG00000109424
ACADVL	acyl-CoA dehydrogenase very long chain	temperature_homeostasis	Temperatur Homeostasis	HGNC:92	ENSG00000072778
SQSTM1	sequestosome 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:11280	ENSG00000161011
DRD2	dopamine receptor D2	temperature_homeostasis	Temperatur Homeostasis	HGNC:3023	ENSG00000149295
PM20D1	peptidase M20 domain containing 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:26518	ENSG00000162877
ZBTB7B	zinc finger and BTB domain containing 7B	temperature_homeostasis	Temperatur Homeostasis	HGNC:18668	ENSG00000160685
UCP3	uncoupling protein 3	temperature_homeostasis	Temperatur Homeostasis	HGNC:12519	ENSG00000175564
SLC25A4	solute carrier family 25 member 4	temperature_homeostasis	Temperatur Homeostasis	HGNC:10990	ENSG00000151729
MC5R	melanocortin receptor 5	temperature_homeostasis	Temperatur Homeostasis		
NMU	neuromedin U	temperature_homeostasis	Temperatur Homeostasis	HGNC:7859	ENSG00000109255
FAM210A	protein fam210a	temperature_homeostasis	Temperatur Homeostasis		
NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	temperature_homeostasis	Temperatur Homeostasis	HGNC:21683	ENSG00000161048
FOXO1	forkhead box O1	temperature_homeostasis	Temperatur Homeostasis	HGNC:3819	ENSG00000150907
SORL1	sortilin related receptor 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:11185	ENSG00000137642
THADA	THADA armadillo repeat containing	temperature_homeostasis	Temperatur Homeostasis	HGNC:19217	ENSG00000115970
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	temperature_homeostasis	Temperatur Homeostasis	HGNC:18242	ENSG00000136044
SCTR	secretin receptor	temperature_homeostasis	Temperatur Homeostasis	HGNC:10608	ENSG00000080293
OMA1	OMA1 zinc metallopeptidase	temperature_homeostasis	Temperatur Homeostasis	HGNC:29661	ENSG00000162600
NR1D1	nuclear receptor subfamily 1 group D member 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:7962	ENSG00000126368
NTSR1	neurotensin receptor 1	temperature_homeostasis	Temperatur Homeostasis	HGNC:8039	ENSG00000101188
TNFRSF11A	TNF receptor superfamily member 11a	temperature_homeostasis	Temperatur Homeostasis	HGNC:11908	ENSG00000141655
DNAJC28	dnaj homolog subfamily c member 28	temperature_homeostasis	Temperatur Homeostasis		
ADISSP	adipose secreted signaling protein	temperature_homeostasis	Temperatur Homeostasis	HGNC:15873	ENSG00000101220
HNRNPU	heterogeneous nuclear ribonucleoprotein U	temperature_homeostasis	Temperatur Homeostasis	HGNC:5048	ENSG00000153187
MC3R	melanocortin 3 receptor	temperature_homeostasis	Temperatur Homeostasis	HGNC:6931	ENSG00000124089
TRPM2	transient receptor potential cation channel subfamily M member 2	temperature_homeostasis	Temperatur Homeostasis	HGNC:12339	ENSG00000142185
CLSTN3	calsyntenin 3	temperature_homeostasis	Temperatur Homeostasis	HGNC:18371	ENSG00000139182
SCT	secretin	temperature_homeostasis	Temperatur Homeostasis	HGNC:10607	ENSG00000070031
KCNK4	potassium two pore domain channel subfamily K member 4	temperature-gated_ion_channel_activity	Reactions to Temperatur - cellular	HGNC:6279	ENSG00000182450
TRPA1	transient receptor potential cation channel subfamily A member 1	temperature-gated_ion_channel_activity	Reactions to Temperatur - cellular	HGNC:497	ENSG00000104321
TRPV1	transient receptor potential cation channel subfamily V member 1	temperature-gated_ion_channel_activity	Reactions to Temperatur - cellular	HGNC:12716	ENSG00000196689
EGR1	early growth response 1	circadian_temperature_homeostasis	Temperatur Homeostasis	HGNC:3238	ENSG00000120738
NR1D1	nuclear receptor subfamily 1 group D member 1	circadian_temperature_homeostasis	Temperatur Homeostasis	HGNC:7962	ENSG00000126368
TNFRSF11A	TNF receptor superfamily member 11a	circadian_temperature_homeostasis	Temperatur Homeostasis	HGNC:11908	ENSG00000141655
TNFSF11	TNF superfamily member 11	positive_regulation_of_heat_generation	Thermogenesis	HGNC:11926	ENSG00000120659
NMU	neuromedin U	positive_regulation_of_heat_generation	Thermogenesis	HGNC:7859	ENSG00000109255
PTGER3	prostaglandin E receptor 3	positive_regulation_of_heat_generation	Thermogenesis	HGNC:9595	ENSG00000050628
ABAT	4-aminobutyrate aminotransferase	positive_regulation_of_heat_generation	Thermogenesis	HGNC:23	ENSG00000183044
TNFRSF11A	TNF receptor superfamily member 11a	positive_regulation_of_heat_generation	Thermogenesis	HGNC:11908	ENSG00000141655
HSBP1L1	heat shock factor binding protein 1 like 1	cellular_heat_acclimation	Temperatur Homeostasis	HGNC:37243	ENSG00000226742
RBBP7	RB binding protein 7, chromatin remodeling factor	cellular_heat_acclimation	Temperatur Homeostasis	HGNC:9890	ENSG00000102054
HSBP1	heat shock factor binding protein 1	cellular_heat_acclimation	Temperatur Homeostasis	HGNC:5203	ENSG00000230989
HSPA6	heat shock protein family A (Hsp70) member 6	cellular_heat_acclimation	Temperatur Homeostasis	HGNC:5239	ENSG00000173110
ADCY9	adenylate cyclase type 9	data.tsv	NO GROUP		
PTPN1	tyrosine-protein phosphatase non-receptor type 1	data.tsv	NO GROUP		
EPB41	protein 4.1	data.tsv	NO GROUP		
CITED2	cbp/p300-interacting transactivator 2	data.tsv	NO GROUP		
ADCY7	adenylate cyclase type 7	data.tsv	NO GROUP		
PRKAR2B	camp-dependent protein kinase type ii-beta regulatory subunit	data.tsv	NO GROUP		
PRKAR1B	camp-dependent protein kinase type i-beta regulatory subunit	data.tsv	NO GROUP		
GYPC	glycophorin-c	data.tsv	NO GROUP		
KLF4	krueppel-like factor 4	data.tsv	NO GROUP		
MTOR	mechanistic target of rapamycin kinase	data.tsv	NO GROUP	HGNC:3942	ENSG00000198793
PRKACG	protein kinase cAMP-activated catalytic subunit gamma	data.tsv	NO GROUP	HGNC:9382	ENSG00000165059
PKD2	polycystin-2	data.tsv	NO GROUP		
HSA-MIR-126-5P	homo sapiens (human) hsa-mir-126-5p	data.tsv	NO GROUP		
SMAD7	smad family member 7	data.tsv	NO GROUP		
PDPK1	3-phosphoinositide-dependent protein kinase 1	data.tsv	NO GROUP		
AKT1	AKT serine/threonine kinase 1	data.tsv	NO GROUP	HGNC:391	ENSG00000142208
MPP1	55 kda erythrocyte membrane protein	data.tsv	NO GROUP		
SMAD6	smad family member 6	data.tsv	NO GROUP		
MTSS1	protein mtss 1	data.tsv	NO GROUP		
ADCY6	adenylate cyclase 6	data.tsv	NO GROUP	HGNC:237	ENSG00000174233
MAPK7	mitogen-activated protein kinase 7	data.tsv	NO GROUP		
PRKAR2A	camp-dependent protein kinase type ii-alpha regulatory subunit	data.tsv	NO GROUP		
ADCY8	adenylate cyclase type 8	data.tsv	NO GROUP		
GPR68	g-protein coupled receptor 68	data.tsv	NO GROUP		
CAPN2	calpain-2 catalytic subunit	data.tsv	NO GROUP		
P4.1-GPC-P55_HUMAN	actin junctional complex	data.tsv	NO GROUP		
PTK2	focal adhesion kinase 1	data.tsv	NO GROUP		
ASS1	argininosuccinate synthase	data.tsv	NO GROUP		
PKN2	serine/threonine-protein kinase n2	data.tsv	NO GROUP		
MAP2K5	dual specificity mitogen-activated protein kinase kinase 5	data.tsv	NO GROUP		
PLEC	plectin	data.tsv	NO GROUP		
SREBF2	sterol regulatory element-binding protein 2	data.tsv	NO GROUP		
P2RX4	p2x purinoceptor 4	data.tsv	NO GROUP		
ABCA1	phospholipid-transporting atpase abca1	data.tsv	NO GROUP		
SOCS5	suppressor of cytokine signaling 5	data.tsv	NO GROUP		
ADCY5	adenylate cyclase type 5	data.tsv	NO GROUP		
KLF2	krueppel-like factor 2	data.tsv	NO GROUP		
PRKAR1A	camp-dependent protein kinase type i-alpha regulatory subunit	data.tsv	NO GROUP		
ADCY4	adenylate cyclase type 4	data.tsv	NO GROUP		
MEF2C	myocyte-specific enhancer factor 2c	data.tsv	NO GROUP		
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	data.tsv	NO GROUP	HGNC:9380	ENSG00000072062
ABL1	tyrosine-protein kinase abl1	data.tsv	NO GROUP		
PPP2CA	serine/threonine-protein phosphatase 2a catalytic subunit alpha isoform	data.tsv	NO GROUP		
XBP1	X-box binding protein 1	data.tsv	NO GROUP	HGNC:12801	ENSG00000100219
ADCY2	adenylate cyclase type 2	data.tsv	NO GROUP		
ADCY1	adenylate cyclase type 1	data.tsv	NO GROUP		
ADCY3	adenylate cyclase type 3	data.tsv	NO GROUP		
PRKACB	protein kinase cAMP-activated catalytic subunit beta	data.tsv	NO GROUP	HGNC:9381	ENSG00000142875
HSA-MIR-92A-3P	homo sapiens (human) hsa-mir-92a-3p	data.tsv	NO GROUP		
GP1BB	glycoprotein Ib platelet subunit beta	Increased mean platelet volume	Blood	HGNC:4440	ENSG00000203618
GSTT1	glutathione S-transferase theta 1	Chronic Obstructive Airway Disease	Pulmonary	HGNC:4641	
CHRM3	cholinergic receptor muscarinic 3	Chronic Obstructive Airway Disease	Pulmonary	HGNC:1952	ENSG00000133019
CXCL2	C-X-C motif chemokine ligand 2	Chronic Obstructive Airway Disease	Pulmonary	HGNC:4603	ENSG00000081041
MIR218-2	microRNA 218-2	Chronic Obstructive Airway Disease	Pulmonary	HGNC:31596	ENSG00000207739
LOC107063610		Chronic Obstructive Airway Disease	Pulmonary		
SOD1	superoxide dismutase 1	Hypothermia,natural	Hyperthermia	HGNC:11179	ENSG00000142168
IL12A	interleukin 12A	Hypothermia,natural	Hyperthermia	HGNC:5969	ENSG00000168811
GCG	glucagon	Hypothermia,natural	Hyperthermia	HGNC:4191	ENSG00000115263
LOC128598884		DEHYDRATED HEREDITARY STOMATOCYTOSIS 2	NO GROUP		
HSALR1		DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA	NO GROUP		
SOD2	superoxide dismutase 2	Fever	Hyperthermia	HGNC:11180	ENSG00000291237
LOC129391106		Malignant hyperthermia susceptibility type 1	Hyperthermia		
LOC126862902		Malignant hyperthermia susceptibility type 1	Hyperthermia		
LOC130064350		Malignant hyperthermia susceptibility type 1	Hyperthermia		
LOC130064357		Malignant hyperthermia susceptibility type 1	Hyperthermia		
PLN	phospholamban	Myocardial Stunning	Myocardial	HGNC:9080	ENSG00000198523
SOD1	superoxide dismutase 1	Myocardial Infarction	Myocardial	HGNC:11179	ENSG00000142168
IGF1	insulin like growth factor 1	Myocardial Infarction	Myocardial	HGNC:5464	ENSG00000017427
MIR145	microRNA 145	Myocardial Infarction	Myocardial	HGNC:31532	ENSG00000276365
PLN	phospholamban	Myocardial Infarction	Myocardial	HGNC:9080	ENSG00000198523
SOD2	superoxide dismutase 2	Myocardial Infarction	Myocardial	HGNC:11180	ENSG00000291237
ND2		Myocardial Infarction	Myocardial		
BCL2L1	BCL2 like 1	Myocardial Infarction	Myocardial	HGNC:992	ENSG00000171552
MIR30C1	microRNA 30c-1	Myocardial Infarction	Myocardial	HGNC:31626	ENSG00000207962
MIR761	microRNA 761	Myocardial Infarction	Myocardial	HGNC:37305	ENSG00000283899
MIR125B2	microRNA 125b-2	Myocardial Infarction	Myocardial	HGNC:31507	ENSG00000207863
COX2		Ischemic stroke	Cerebral		
CYTB		Ischemic stroke	Cerebral		
H19	H19 imprinted maternally expressed transcript	Cerebral Infarction	Cerebral	HGNC:4713	ENSG00000130600
